Title,Price,Time,Min Age,Max Age,Min Players,Max Players,Price Scaled,Time Scaled,Min Age Scaled,Max Age Scaled,Min Players Scaled,Max Players Scaled,average,avg_rating,avgweight,baverage,geek_rating,name,numcomments,numfans,numgeeklists,numhasparts,numowned,numplays,numplays_month,numprevowned,numtrading,numwanting,numwantparts,numweights,numwish,numwishlistcomments,playmonth,rank,stddev,usersrated,views,voters
Puerto Rico Anniversary Edition,100,0,13,99,2,5,0.5025125628140703,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,8.51032,8.51,3.277,7.80452,7.805,Puerto Rico: Limited Anniversary Edition (2011),740,236.0,731,0,4639,6437,24,266,31,367,1,213,956,156,2017-11,N/A,1.661,3445,291551,3445
Cavemen,24,0,13,99,2,5,0.12060301507537688,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,6.40837,6.41,1.875,5.74293,5.743,Cavemen: The Quest for Fire (2012),102,24.0,247,0,648,745,6,106,47,35,0,24,124,21,2017-11,3497,1.32773,392,51274,392
Those Pesky Garden Gnomes,29,0,13,99,3,5,0.1457286432160804,0.0,0.6875,1.0,0.3333333333333333,0.0505050505050505,5.11897,5.12,1.25,5.47717,5.477,Those Pesky Garden Gnomes (2012),37,7.0,97,0,207,99,1,33,12,6,0,4,20,7,2017-11,13090,1.79169,58,19178,58
Monster Factory,29,0,5,99,2,6,0.1457286432160804,0.0,0.1875,1.0,0.16666666666666666,0.060606060606060615,6.43408,6.43,1.1515,5.74892,5.749,Monster Factory (2012),124,17.0,132,0,628,2063,20,35,16,36,1,33,133,31,2017-11,3434,1.42281,380,46777,380
Credit Mobilier,34,0,13,99,2,5,0.1708542713567839,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,5.99186,5.99,2.0909,5.55959,5.560,Credit Mobilier (2005),62,10.0,140,0,263,231,0,32,28,4,0,11,25,5,2017-11,7548,1.4057,129,33730,129
RFTG: Alien Artifacts,24,0,13,99,2,0,0.12060301507537688,0.0,0.6875,1.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamborghini,54,0,13,99,2,5,0.271356783919598,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,5.52778,5.53,2,5.5,5.500,Lamborghini: The Official Race Game (2011),15,5.0,45,0,89,32,0,13,7,8,0,2,20,4,2017-11,11901,2.03765,36,23271,36
Leader 1: Hell of the North,59,0,13,99,2,4,0.2964824120603015,0.0,0.6875,1.0,0.16666666666666666,0.040404040404040414,7.77621,7.78,2.6889,6.07839,6.078,Leader 1: Hell of the North (2011),113,66.0,182,2,738,950,7,92,16,78,1,45,221,22,2017-11,1756,1.3665,374,113938,374
Roll to the South Pole,34,0,13,99,2,5,0.1708542713567839,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,6.13409,6.13,1.6429,5.56235,5.562,Roll to the South Pole (2012),52,8.0,110,0,229,316,0,40,16,7,0,14,39,5,2017-11,7422,1.33877,110,27212,110
Dominion: Dark Ages,44,0,13,99,2,6,0.22110552763819094,0.0,0.6875,1.0,0.16666666666666666,0.060606060606060615,8.07703,8.08,2.7213,7.53611,7.536,Dominion: Dark Ages (2012),758,186.0,439,2,10446,12461,58,363,112,325,3,183,1207,165,2017-11,N/A,1.2488,4208,250950,4208
Tzolk'in - the Mayan Calendar,59,4,13,99,2,4,0.2964824120603015,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.040404040404040414,7.93877,7.94,3.6303,7.79072,7.791,Tzolk'in: The Mayan Calendar (2012),3167,995.0,3697,9,22242,52663,450,1202,183,1293,6,1209,5700,732,2017-11,32,1.26263,19574,1097218,19574
"Goblins, Inc.",49,0,13,99,2,4,0.2462311557788945,0.0,0.6875,1.0,0.16666666666666666,0.040404040404040414,6.49267,6.49,2.3385,5.96135,5.961,"Goblins, Inc. (2012)",265,48.0,632,3,1419,1439,0,284,95,60,1,65,346,84,2017-11,2166,1.40794,914,147532,914
Galaxy Trucker: Another Big Expansion,49,0,13,99,2,5,0.2462311557788945,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,8.07959,8.08,2.9714,6.63578,6.636,Galaxy Trucker: Another Big Expansion (2012),229,30.0,245,1,2610,691,5,130,27,184,0,35,617,111,2017-11,N/A,1.25756,798,129644,798
Myrmes ,54,0,13,99,2,4,0.271356783919598,0.0,0.6875,1.0,0.16666666666666666,0.040404040404040414,7.33312,7.33,3.4311,6.94374,6.944,Myrmes (2012),827,192.0,1220,5,5189,7841,42,799,129,395,0,283,1511,267,2017-11,388,1.26658,3985,314469,3985
Copycat,49,0,13,99,2,4,0.2462311557788945,0.0,0.6875,1.0,0.16666666666666666,0.040404040404040414,6.8098,6.81,2.709,6.35152,6.352,Copycat (2012),470,41.0,901,1,2252,3672,20,385,129,153,0,134,479,111,2017-11,1105,1.34785,1888,172341,1888
Unexpected Treasures,19,0,13,99,3,6,0.09547738693467336,0.0,0.6875,1.0,0.3333333333333333,0.060606060606060615,6.26362,6.26,1.3265,5.78864,5.789,Unexpected Treasures (2002),155,13.0,270,0,1063,1497,5,119,48,45,0,49,104,18,2017-11,3130,1.17029,624,40682,624
Power Grid: N Europe/UK,19,0,13,99,2,6,0.09547738693467336,0.0,0.6875,1.0,0.16666666666666666,0.060606060606060615,,,,,,,,,,,,,,,,,,,,,,,,,,
The Doge Ship,49,0,13,99,2,5,0.2462311557788945,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,6.07911,6.08,2.6111,5.59871,5.599,The Doge Ship (2012),80,9.0,248,0,421,268,1,74,34,10,0,18,65,19,2017-11,5866,1.3919,214,48740,214
Antike Duellum,44,0,13,99,2,0,0.22110552763819094,0.0,0.6875,1.0,0.16666666666666666,0.0,7.18646,7.19,2.9065,6.4444,6.444,Antike Duellum (2012),389,54.0,649,3,1879,2546,7,402,91,103,0,107,383,102,2017-11,950,1.30337,1295,151101,1295
Maria,59,0,14,99,2,3,0.2964824120603015,0.0,0.75,1.0,0.16666666666666666,0.030303030303030307,7.96403,7.96,3.4902,7.13879,7.139,Maria (2009),662,199.0,1084,1,2809,3766,31,296,53,398,1,204,1281,172,2017-11,231,1.41566,2021,403471,2021
A Fool's Fortune,19,0,13,99,2,0,0.09547738693467336,0.0,0.6875,1.0,0.16666666666666666,0.0,6.24462,6.24,2.5,5.61226,5.612,A Fool's Fortune (2012),96,19.0,181,1,596,722,4,91,59,11,0,14,52,12,2017-11,5494,1.61642,210,42908,210
Roll for the Galaxy,59,2,13,99,2,5,0.2964824120603015,0.0005555555555555557,0.6875,1.0,0.16666666666666666,0.0505050505050505,7.81891,7.82,2.7579,7.66194,7.662,Roll for the Galaxy (2014),2706,760.0,2875,7,21405,73467,953,1030,290,1227,4,632,5583,722,2017-11,50,1.30209,16614,985968,16614
Pinata,29,0,13,99,2,0,0.1457286432160804,0.0,0.6875,1.0,0.16666666666666666,0.0,6.86805,6.87,1.4667,6.07551,6.076,Piñata (2013),191,21.0,229,1,1289,2401,19,157,45,84,1,30,284,46,2017-11,1769,1.1296,737,53498,737
Renaissance Man,34,1,13,99,1,4,0.1708542713567839,0.00027777777777777783,0.6875,1.0,0.0,0.040404040404040414,5.83073,5.83,2.5385,5.57446,5.574,Renaissance Man (2013),94,20.0,312,1,448,586,0,95,44,13,0,13,73,13,2017-11,6774,1.38297,286,49539,286
Cinque Terre,0,0,13,99,2,5,0.0,0.0,0.6875,1.0,0.16666666666666666,0.0505050505050505,7.07223,7.07,2.3671,6.29041,6.290,Cinque Terre (2013),330,58.0,443,1,1244,3422,26,164,31,205,0,79,508,81,2017-11,1234,1.25375,1029,93196,1029
Spin Monkeys,39,0,13,99,2,8,0.19597989949748745,0.0,0.6875,1.0,0.16666666666666666,0.08080808080808081,5.91139,5.91,1.6154,5.55169,5.552,Spin Monkeys (2012),52,15.0,109,0,293,428,1,38,24,8,0,13,23,3,2017-11,8015,1.57334,168,20335,168
Power Grid: Quebec/Baden-Württemberg,14,4,13,99,2,6,0.07035175879396985,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.060606060606060615,7.84339,7.84,3.129,6.24301,6.243,Power Grid: Québec/Baden-Württemberg (2012),157,16.0,125,0,2453,663,5,57,13,100,0,31,250,46,2017-11,N/A,1.17181,473,56094,473
Dominion: Guilds,29,2,13,99,2,6,0.1457286432160804,0.0005555555555555557,0.6875,1.0,0.16666666666666666,0.060606060606060615,7.94508,7.95,2.5347,7.14508,7.145,Dominion: Guilds (2013),396,79.0,212,3,6593,5809,36,177,40,205,1,101,739,91,2017-11,N/A,1.19951,2221,150040,2221
BOXCARS,49,4,13,99,2,6,0.2462311557788945,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.060606060606060615,6.50944,6.51,2.5294,5.61642,5.616,Boxcars (1974),79,22.0,79,0,375,314,0,40,20,24,0,17,61,7,2017-11,5398,1.76282,161,59778,161
Power Grid: India/Australia,14,4,13,99,2,6,0.07035175879396985,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.060606060606060615,,,,,,,,,,,,,,,,,,,,,,,,,,
Quilt Show,34,1,13,99,2,4,0.1708542713567839,0.00027777777777777783,0.6875,1.0,0.16666666666666666,0.040404040404040414,6.4908,6.49,1.9167,5.76833,5.768,Quilt Show (2014),115,30.0,256,2,636,822,2,74,27,31,0,36,129,25,2017-11,3292,1.17018,371,46095,371
Concordia,64,4,13,99,2,5,0.32160804020100503,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.0505050505050505,8.03743,8.04,3.1325,7.83164,7.832,Concordia (2013),2349,535.0,2566,3,14150,43004,942,592,75,1520,3,619,5326,732,2017-11,27,1.18599,12447,868704,12447
Pressure Cooker,34,2,13,99,2,4,0.1708542713567839,0.0005555555555555557,0.6875,1.0,0.16666666666666666,0.040404040404040414,6.30982,6.31,1.875,5.5837,5.584,Pressure Cooker (2014),46,9.0,117,0,263,214,0,41,20,6,0,8,29,8,2017-11,6406,1.59574,112,21169,112
Power Grid Deluxe,79,4,13,99,2,6,0.3969849246231156,0.0011111111111111113,0.6875,1.0,0.16666666666666666,0.060606060606060615,8.11567,8.12,3.2019,7.31492,7.315,Power Grid Deluxe: Europe/North America (2014),436,108.0,440,3,4423,3480,47,177,51,247,0,104,978,153,2017-11,139,1.23433,2356,192973,2356
Dominion: Adventures,44,1,13,99,2,6,0.22110552763819094,0.00027777777777777783,0.6875,1.0,0.16666666666666666,0.060606060606060615,8.2214,8.22,2.8,7.11177,7.112,Dominion: Adventures (2015),331,94.0,203,0,5024,5564,59,74,32,255,0,55,914,121,2017-11,N/A,1.2591,1582,191272,1582
Coal Country,59,3,14,99,2,4,0.2964824120603015,0.0008333333333333334,0.75,1.0,0.16666666666666666,0.040404040404040414,7.75714,7.76,3.5,0,N/A,Coal Country (2017),6,5.0,21,0,25,21,1,2,1,11,0,2,54,9,2017-11,N/A,0.991186,7,7781,7
