Title,Price,Time,Min Age,Max Age,Min Players,Max Players,Price Scaled,Time Scaled,Min Age Scaled,Max Age Scaled,Min Players Scaled,Max Players Scaled,average,avg_rating,avgweight,baverage,geek_rating,name,numcomments,numfans,numgeeklists,numhasparts,numowned,numplays,numplays_month,numprevowned,numtrading,numwanting,numwantparts,numweights,numwish,numwishlistcomments,playmonth,rank,stddev,usersrated,views,voters
Pictionary Rules,23,45,12,99,3,99,0.11557788944723618,0.0125,0.625,1.0,0.3333333333333333,1.0,5.81908,5.82,1.254,5.71499,5.715,Pictionary (1985),1419,49.0,558,7,8176,6313,26,735,181,5,5,433,74,13,2017-11,3767,1.57278,5492,399963,5492
Pictionary Rules,23,45,12,99,3,99,0.11557788944723618,0.0125,0.625,1.0,0.3333333333333333,1.0,5.81908,5.82,1.254,5.71499,5.715,Pictionary (1985),1419,49.0,558,7,8176,6313,26,735,181,5,5,433,74,13,2017-11,3767,1.57278,5492,399963,5492
Pictionary Rules,23,45,12,99,3,99,0.11557788944723618,0.0125,0.625,1.0,0.3333333333333333,1.0,5.81908,5.82,1.254,5.71499,5.715,Pictionary (1985),1419,49.0,558,7,8176,6313,26,735,181,5,5,433,74,13,2017-11,3767,1.57278,5492,399963,5492
Elfenland Rules,40,60,10,99,2,6,0.20100502512562812,0.016666666666666666,0.5,1.0,0.16666666666666666,0.060606060606060615,6.7392,6.74,2.1642,6.56728,6.567,Elfenland (1998),1892,84.0,1949,7,8125,10660,46,980,273,175,12,664,676,116,2017-11,764,1.24846,6941,311807,6941
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Monopoly Rules,20,60,8,99,2,8,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.08080808080808081,4.40734,4.41,1.6816,4.35101,4.351,Monopoly (1933),5111,296.0,3275,33,26097,27675,164,2584,343,13,18,1586,192,34,2017-11,14653,1.82643,20587,744607,20587
Hamburgum Rules,35,90,12,99,2,5,0.17587939698492466,0.025,0.625,1.0,0.16666666666666666,0.0505050505050505,7.07306,7.07,3.0824,6.66633,6.666,Hamburgum (2007),883,37.0,1094,2,3016,4495,12,570,109,205,0,364,597,80,2017-11,653,1.18165,2853,191392,2853
Money Bags Rules,15,20,7,9,2,4,0.07537688442211055,0.005555555555555557,0.3125,0.05263157894736842,0.16666666666666666,0.040404040404040414,4.32613,4.33,1,0,N/A,Money Bags,6,0.0,11,0,42,8,0,3,3,0,0,1,2,0,2017-11,N/A,2.2646,8,5054,8
Domination Rules,15,30,8,99,2,4,0.07537688442211055,0.008333333333333333,0.375,1.0,0.16666666666666666,0.040404040404040414,6.97222,6.97,2.5294,6.01908,6.019,Kaosball: The Fantasy Sport of Total Domination (2014),195,139.0,353,1,1424,1105,8,190,106,60,0,34,316,23,2017-11,1955,1.5622,577,180994,577
Bonnie & Clyde Rules,20,60,8,99,2,4,0.10050251256281408,0.016666666666666666,0.375,1.0,0.16666666666666666,0.040404040404040414,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Questions Rules,25,30,8,99,3,4,0.12562814070351758,0.008333333333333333,0.375,1.0,0.3333333333333333,0.040404040404040414,5.63073,5.63,1.3396,5.52632,5.526,20 Questions (1988),159,2.0,191,1,860,1199,3,107,39,0,2,53,15,3,2017-11,9848,1.62855,522,69630,522
Easy Money Rules,15,45,9,99,2,4,0.07537688442211055,0.0125,0.4375,1.0,0.16666666666666666,0.040404040404040414,4.95021,4.95,1.4444,5.40337,5.403,Easy Money (1935),99,0.0,205,2,502,75,0,88,47,0,1,18,6,1,2017-11,14307,1.6995,188,46010,188
Easy Money Rules,15,45,9,99,2,4,0.07537688442211055,0.0125,0.4375,1.0,0.16666666666666666,0.040404040404040414,4.95021,4.95,1.4444,5.40337,5.403,Easy Money (1935),99,0.0,205,2,502,75,0,88,47,0,1,18,6,1,2017-11,14307,1.6995,188,46010,188
Loaded Questions Rules,10,45,16,99,3,6,0.05025125628140704,0.0125,0.875,1.0,0.3333333333333333,0.060606060606060615,5.94218,5.94,1.3,5.66246,5.662,Loaded Questions (1997),253,21.0,227,0,1720,1022,5,109,98,3,3,60,40,8,2017-11,4466,1.65037,815,70535,815
Loaded Questions Rules,10,45,16,99,3,6,0.05025125628140704,0.0125,0.875,1.0,0.3333333333333333,0.060606060606060615,5.94218,5.94,1.3,5.66246,5.662,Loaded Questions (1997),253,21.0,227,0,1720,1022,5,109,98,3,3,60,40,8,2017-11,4466,1.65037,815,70535,815
Loaded Questions Rules,10,45,16,99,3,6,0.05025125628140704,0.0125,0.875,1.0,0.3333333333333333,0.060606060606060615,5.94218,5.94,1.3,5.66246,5.662,Loaded Questions (1997),253,21.0,227,0,1720,1022,5,109,98,3,3,60,40,8,2017-11,4466,1.65037,815,70535,815
Loaded Questions Rules,10,45,16,99,3,6,0.05025125628140704,0.0125,0.875,1.0,0.3333333333333333,0.060606060606060615,5.94218,5.94,1.3,5.66246,5.662,Loaded Questions (1997),253,21.0,227,0,1720,1022,5,109,98,3,3,60,40,8,2017-11,4466,1.65037,815,70535,815
Loaded Questions Rules,10,45,16,99,3,6,0.05025125628140704,0.0125,0.875,1.0,0.3333333333333333,0.060606060606060615,5.94218,5.94,1.3,5.66246,5.662,Loaded Questions (1997),253,21.0,227,0,1720,1022,5,109,98,3,3,60,40,8,2017-11,4466,1.65037,815,70535,815
Outlaws Rules,21,15,12,99,2,2,0.10552763819095476,0.0041666666666666675,0.625,1.0,0.16666666666666666,0.020202020202020204,7.90909,7.91,2,0,N/A,Outlaws: Adventures in the Old West (2010),23,26.0,35,0,67,18,0,5,2,4,2,5,43,14,2017-11,N/A,1.00721,22,33513,22
Celtica Rules,32,60,10,99,2,5,0.16080402010050251,0.016666666666666666,0.5,1.0,0.16666666666666666,0.0505050505050505,5.58132,5.58,1.4479,5.5282,5.528,Celtica (2006),269,6.0,330,0,837,1260,0,152,64,27,0,96,104,16,2017-11,9693,1.49623,679,66178,679
Caylus Rules,50,90,12,99,2,5,0.25125628140703515,0.025,0.625,1.0,0.16666666666666666,0.0505050505050505,7.84484,7.84,3.8185,7.70441,7.704,Caylus (2005),5551,1012.0,6116,9,22925,56137,134,2265,418,1002,9,3009,4866,520,2017-11,41,1.47671,22667,1641230,22667
Caylus Rules,50,90,12,99,2,5,0.25125628140703515,0.025,0.625,1.0,0.16666666666666666,0.0505050505050505,7.84484,7.84,3.8185,7.70441,7.704,Caylus (2005),5551,1012.0,6116,9,22925,56137,134,2265,418,1002,9,3009,4866,520,2017-11,41,1.47671,22667,1641230,22667
A Castle For All Seasons Rules,45,60,10,99,2,4,0.2261306532663317,0.016666666666666666,0.5,1.0,0.16666666666666666,0.040404040404040414,6.76675,6.77,2.7985,6.41563,6.416,A Castle for All Seasons (2008),818,68.0,1213,2,2983,4789,11,749,162,141,3,273,489,98,2017-11,995,1.18581,2717,218544,2717
Shrek 2 Twisted Fairy Tale Rules,23,30,6,99,2,4,0.11557788944723618,0.008333333333333333,0.25,1.0,0.16666666666666666,0.040404040404040414,4.18182,4.18,1,0,N/A,Shrek 2: The Twisted Fairy Tale Game (2004),5,0.0,19,0,27,63,0,3,2,0,1,2,2,0,2017-11,N/A,1.89824,11,10320,11
Trust Me Rules,10,60,8,99,2,4,0.05025125628140704,0.016666666666666666,0.375,1.0,0.16666666666666666,0.040404040404040414,4.95935,4.96,1.4167,5.4491,5.449,Trust Me (1981),56,2.0,97,2,362,83,0,57,40,3,2,12,7,1,2017-11,13861,1.30576,107,19042,107
After Words Rules,22,30,8,99,2,4,0.11055276381909547,0.008333333333333333,0.375,1.0,0.16666666666666666,0.040404040404040414,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingenious Rules,30,45,10,99,1,4,0.1507537688442211,0.0125,0.5,1.0,0.0,0.040404040404040414,7.164,7.16,1.9246,7.02984,7.030,Ingenious (2004),3553,283.0,4475,4,15032,67176,217,1234,459,307,7,1313,1757,240,2017-11,313,1.18323,13352,603742,13352
Wealth of Nations Rules,40,90,14,99,3,6,0.20100502512562812,0.025,0.75,1.0,0.3333333333333333,0.060606060606060615,6.93495,6.93,3.6181,6.37545,6.375,Wealth of Nations (2008),564,78.0,722,3,1668,2800,6,342,88,121,2,199,465,64,2017-11,1060,1.53497,1634,183983,1634
Goa Rules,25,60,12,99,3,4,0.12562814070351758,0.016666666666666666,0.625,1.0,0.3333333333333333,0.040404040404040414,7.63037,7.63,3.3833,7.42668,7.427,Goa (2004),2847,233.0,3857,3,9804,21907,69,1260,235,882,2,1093,2609,370,2017-11,93,1.29563,9910,781836,9910
Big Brain Academy Rules,20,30,8,99,2,4,0.10050251256281408,0.008333333333333333,0.375,1.0,0.16666666666666666,0.040404040404040414,4.60928,4.61,1.75,5.42376,5.424,Big Brain Academy Boardgame (2007),27,0.0,29,0,280,57,0,38,24,0,0,12,4,1,2017-11,14170,1.66567,97,15650,97
Latice Rules,24,20,6,99,2,4,0.12060301507537688,0.005555555555555557,0.25,1.0,0.16666666666666666,0.040404040404040414,6.97376,6.97,1.5556,5.67492,5.675,Latice (2015),57,13.0,42,0,368,481,33,21,8,12,0,9,75,6,2017-11,4278,1.49185,157,38087,157
Fast Flowing Forest Fellers Rules,40,30,8,99,2,5,0.20100502512562812,0.008333333333333333,0.375,1.0,0.16666666666666666,0.0505050505050505,6.52679,6.53,1.5294,6.10957,6.110,Fast Flowing Forest Fellers (2008),488,26.0,713,0,1679,4219,11,285,97,62,1,136,198,49,2017-11,1668,1.11905,1448,78428,1448
Cover Me Rules,46,60,10,99,2,5,0.2311557788944724,0.016666666666666666,0.5,1.0,0.16666666666666666,0.0505050505050505,6.70213,6.70,2.5,5.53488,5.535,Cover Me (2017),14,13.0,39,0,66,93,14,1,2,8,0,4,37,8,2017-11,9173,1.98038,47,7850,47
Friedrich Rules,60,120,12,99,3,4,0.3015075376884422,0.03333333333333333,0.625,1.0,0.3333333333333333,0.040404040404040414,7.56508,7.57,3.1691,6.89401,6.894,Friedrich (2004),941,135.0,1429,1,2870,3558,10,427,104,262,2,343,898,94,2017-11,436,1.53882,2242,365468,2242
Darjeeling Rules,50,60,12,99,2,5,0.25125628140703515,0.016666666666666666,0.625,1.0,0.16666666666666666,0.0505050505050505,6.57701,6.58,2.2179,6.07653,6.077,Darjeeling (2007),449,22.0,767,0,1308,2371,0,293,91,53,0,156,188,33,2017-11,1763,1.15534,1228,85382,1228
Amyitis Rules,35,90,12,99,2,4,0.17587939698492466,0.025,0.625,1.0,0.16666666666666666,0.040404040404040414,6.98351,6.98,3.2334,6.57575,6.576,Amyitis (2007),948,41.0,1354,4,3395,4764,9,696,175,70,3,347,400,77,2017-11,758,1.26587,2676,188430,2676
Robo Rally Rules,50,60,12,99,2,8,0.25125628140703515,0.016666666666666666,0.625,1.0,0.16666666666666666,0.08080808080808081,7.3631,7.36,2.2,6.17696,6.176,Robo Rally (2016),153,36.0,125,0,1734,1550,69,47,33,105,0,10,546,42,2017-11,1490,1.38309,671,106953,671
Australia Rules,32,90,10,99,2,5,0.16080402010050251,0.025,0.5,1.0,0.16666666666666666,0.0505050505050505,6.51359,6.52,2.413,6.06904,6.070,Australia (2005),572,12.0,909,0,1496,2127,2,318,115,47,2,184,201,19,2017-11,1786,1.26687,1310,114078,1309
Amun Re Rules,35,90,12,99,3,5,0.17587939698492466,0.025,0.625,1.0,0.3333333333333333,0.0505050505050505,7.35965,7.36,3.0723,7.12597,7.126,Amun-Re (2003),2445,126.0,2846,1,7562,23305,51,1029,229,472,5,871,1495,192,2017-11,241,1.20811,7440,451294,7440
Trivial Pursuit Rules,30,60,12,99,2,6,0.1507537688442211,0.016666666666666666,0.625,1.0,0.16666666666666666,0.060606060606060615,5.20618,5.21,1.6698,5.18442,5.184,Trivial Pursuit (1981),1709,84.0,817,9,7662,9200,19,929,203,2,6,524,78,11,2017-11,14586,1.77501,6289,256795,6289
Trivial Pursuit Rules,30,60,12,99,2,6,0.1507537688442211,0.016666666666666666,0.625,1.0,0.16666666666666666,0.060606060606060615,5.20618,5.21,1.6698,5.18442,5.184,Trivial Pursuit (1981),1709,84.0,817,9,7662,9200,19,929,203,2,6,524,78,11,2017-11,14586,1.77501,6289,256795,6289
Trivial Pursuit Rules,30,60,12,99,2,6,0.1507537688442211,0.016666666666666666,0.625,1.0,0.16666666666666666,0.060606060606060615,5.20618,5.21,1.6698,5.18442,5.184,Trivial Pursuit (1981),1709,84.0,817,9,7662,9200,19,929,203,2,6,524,78,11,2017-11,14586,1.77501,6289,256795,6289
Trivial Pursuit Rules,30,60,12,99,2,6,0.1507537688442211,0.016666666666666666,0.625,1.0,0.16666666666666666,0.060606060606060615,5.20618,5.21,1.6698,5.18442,5.184,Trivial Pursuit (1981),1709,84.0,817,9,7662,9200,19,929,203,2,6,524,78,11,2017-11,14586,1.77501,6289,256795,6289
Battle of the Sexes Rules,10,45,12,99,2,99,0.05025125628140704,0.0125,0.625,1.0,0.16666666666666666,1.0,3.4566,3.46,1.0882,4.52418,4.524,Battle of the Sexes (1997),392,0.0,289,6,1582,494,1,207,168,3,1,68,14,4,2017-11,14648,1.66294,942,183131,942
Billionaire Rules,20,60,9,99,2,4,0.10050251256281408,0.016666666666666666,0.4375,1.0,0.16666666666666666,0.040404040404040414,5.1812,5.18,1.3871,5.4243,5.424,Billionaire (1973),122,8.0,178,3,600,119,2,105,64,4,3,31,13,4,2017-11,14163,1.5734,258,47623,258
Checkers Rules,8,45,8,99,2,2,0.04020100502512563,0.0125,0.375,1.0,0.16666666666666666,0.020202020202020204,4.86032,4.86,1.7922,4.92274,4.923,Checkers (1150),1565,46.0,946,10,6351,18707,151,558,32,1,3,510,55,18,2017-11,14632,1.50213,5532,127850,5532
Checkers Rules,8,45,8,99,2,2,0.04020100502512563,0.0125,0.375,1.0,0.16666666666666666,0.020202020202020204,4.86032,4.86,1.7922,4.92274,4.923,Checkers (1150),1565,46.0,946,10,6351,18707,151,558,32,1,3,510,55,18,2017-11,14632,1.50213,5532,127850,5532
Checkers Rules,8,45,8,99,2,2,0.04020100502512563,0.0125,0.375,1.0,0.16666666666666666,0.020202020202020204,4.86032,4.86,1.7922,4.92274,4.923,Checkers (1150),1565,46.0,946,10,6351,18707,151,558,32,1,3,510,55,18,2017-11,14632,1.50213,5532,127850,5532
Hollywood Shuffle Rules,20,60,13,99,4,6,0.10050251256281408,0.016666666666666666,0.6875,1.0,0.5,0.060606060606060615,5.82692,5.83,0,0,N/A,Hollywood Shuffle (2007),11,0.0,17,0,48,35,0,9,9,1,0,0,1,0,2017-11,N/A,1.2005,26,5151,26
You Might Be A Redneck If Rules,22,30,16,99,2,4,0.11055276381909547,0.008333333333333333,0.875,1.0,0.16666666666666666,0.040404040404040414,3.45917,3.46,1,5.4314,5.431,Jeff Foxworthy's You Might Be a Redneck if... Game (2006),17,1.0,57,0,143,27,0,25,21,0,0,4,1,0,2017-11,14103,1.64746,36,14242,36
Batavia Rules,45,60,10,99,3,5,0.2261306532663317,0.016666666666666666,0.5,1.0,0.3333333333333333,0.0505050505050505,6.4397,6.44,2.4242,5.94282,5.943,Batavia (2008),332,13.0,726,2,1699,1509,2,348,139,33,0,99,166,34,2017-11,2261,1.25634,1002,121554,1002
Harry Potter Mystery At Hogwarts Rules,15,45,8,99,3,6,0.07537688442211055,0.0125,0.375,1.0,0.3333333333333333,0.060606060606060615,5.42462,5.42,1.5714,5.45658,5.457,Harry Potter and the Sorcerer's Stone  Mystery at Hogwarts Game (2000),143,6.0,258,6,979,238,3,125,70,4,6,28,16,5,2017-11,13698,1.4625,329,72612,329
Suspicion Rules,20,45,10,99,2,6,0.10050251256281408,0.0125,0.5,1.0,0.16666666666666666,0.060606060606060615,6.4529,6.45,2.1667,5.61057,5.611,Suspicion (2016),53,7.0,51,0,495,319,12,15,18,12,0,6,67,13,2017-11,5540,1.38628,173,48788,173
Blurt Rules,25,45,10,99,3,2,0.12562814070351758,0.0125,0.5,1.0,0.3333333333333333,0.020202020202020204,5.52881,5.53,1.3,5.48609,5.486,Blurt! (1999),87,3.0,110,0,623,359,1,74,60,2,1,20,13,3,2017-11,12703,1.61637,243,70891,243
Blurt Rules,25,45,10,99,3,2,0.12562814070351758,0.0125,0.5,1.0,0.3333333333333333,0.020202020202020204,5.52881,5.53,1.3,5.48609,5.486,Blurt! (1999),87,3.0,110,0,623,359,1,74,60,2,1,20,13,3,2017-11,12703,1.61637,243,70891,243
Blurt Rules,25,45,10,99,3,2,0.12562814070351758,0.0125,0.5,1.0,0.3333333333333333,0.020202020202020204,5.52881,5.53,1.3,5.48609,5.486,Blurt! (1999),87,3.0,110,0,623,359,1,74,60,2,1,20,13,3,2017-11,12703,1.61637,243,70891,243
Backgammon Rules,20,30,12,99,2,2,0.10050251256281408,0.008333333333333333,0.625,1.0,0.16666666666666666,0.020202020202020204,6.52348,6.52,2.0289,6.37194,6.372,Backgammon (-3000),2554,229.0,1789,8,13382,79052,280,599,110,16,15,831,144,44,2017-11,1071,1.59036,9279,223365,9279
Backgammon Rules,20,30,12,99,2,2,0.10050251256281408,0.008333333333333333,0.625,1.0,0.16666666666666666,0.020202020202020204,6.52348,6.52,2.0289,6.37194,6.372,Backgammon (-3000),2554,229.0,1789,8,13382,79052,280,599,110,16,15,831,144,44,2017-11,1071,1.59036,9279,223365,9279
Backgammon Rules,20,30,12,99,2,2,0.10050251256281408,0.008333333333333333,0.625,1.0,0.16666666666666666,0.020202020202020204,6.52348,6.52,2.0289,6.37194,6.372,Backgammon (-3000),2554,229.0,1789,8,13382,79052,280,599,110,16,15,831,144,44,2017-11,1071,1.59036,9279,223365,9279
Sort It Out Rules,18,30,8,99,2,6,0.09045226130653268,0.008333333333333333,0.375,1.0,0.16666666666666666,0.060606060606060615,5.57879,5.58,0,5.49554,5.496,Sort it Out! (2009),5,1.0,9,0,113,34,0,3,5,0,0,0,3,0,2017-11,12200,1.38099,33,1207,33
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Ticket to Ride Rules,40,60,8,99,2,5,0.20100502512562812,0.016666666666666666,0.375,1.0,0.16666666666666666,0.0505050505050505,7.47345,7.47,1.8738,7.3781,7.378,Ticket to Ride (2004),10053,2603.0,9349,34,65370,208274,1603,2798,617,678,25,4089,4843,489,2017-11,112,1.28348,51726,1747747,51726
Tribond Rules,20,45,12,99,2,4,0.10050251256281408,0.0125,0.625,1.0,0.16666666666666666,0.040404040404040414,5.25661,5.26,1.3797,5.35095,5.351,Tribond (1989),341,11.0,300,2,2251,614,3,238,155,1,2,79,17,2,2017-11,14449,1.48918,1060,60826,1060
Scuttler's Island Rules,50,30,8,99,2,8,0.25125628140703515,0.008333333333333333,0.375,1.0,0.16666666666666666,0.08080808080808081,6.14286,6.14,0,0,N/A,Scuttler's Island (2017),5,5.0,5,0,1,6,0,0,0,4,0,0,12,2,2017-11,N/A,2.84999,7,2057,7
Rush Hour Rules,15,0,8,99,1,1,0.07537688442211055,0.0,0.375,1.0,0.0,0.010101010101010102,6.15935,6.16,1.5,5.57976,5.580,Rush Hour (1981),47,4.0,76,1,486,237,1,16,5,3,0,4,15,2,2017-11,6555,1.38531,154,33979,154
Nowhere To Go Rules,15,30,8,99,2,2,0.07537688442211055,0.008333333333333333,0.375,1.0,0.16666666666666666,0.020202020202020204,5.84328,5.84,1,5.51972,5.520,Nowhere to Go (2012),27,2.0,42,0,164,162,0,7,15,4,2,2,17,1,2017-11,10412,1.24436,67,9583,67
